,Name,Age,TmFull,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,BC%,BCrk,Total BC
152,Ty France,26,Seattle Mariners,SEA,152,650,571,85,166,32,1,18,73,0,0,46,106,0.291,0.368,0.445,0.813,128,254,13,27,0,6,1,0.4846,152,315
153,Wil Myers,30,San Diego Padres,SDP,146,500,442,56,113,24,2,17,63,8,5,54,141,0.256,0.334,0.434,0.768,113,192,9,0,0,4,2,0.4840,153,242
154,Kyle Seager,33,Seattle Mariners,SEA,159,670,603,73,128,29,1,35,101,3,1,59,161,0.212,0.285,0.438,0.723,100,264,7,4,0,4,2,0.4836,154,324
155,Nathaniel Lowe,25,Texas Rangers,TEX,157,642,557,75,147,24,3,18,72,8,0,80,162,0.264,0.357,0.415,0.771,112,231,13,2,0,3,2,0.4829,155,310
156,Brendan Rodgers,24,Colorado Rockies,COL,102,415,387,49,110,21,3,15,51,0,0,19,84,0.284,0.328,0.47,0.798,102,182,8,7,0,2,0,0.4819,156,200
157,Francisco Lindor,27,New York Mets,NYM,125,524,452,73,104,16,3,20,63,10,4,58,96,0.23,0.322,0.412,0.734,100,186,7,5,6,3,4,0.4809,157,252
158,Austin Hays,25,Baltimore Orioles,BAL,131,529,488,73,125,26,4,22,71,4,3,28,107,0.256,0.308,0.461,0.769,107,225,9,9,3,1,0,0.4802,158,254
159,Christian Yelich,29,Milwaukee Brewers,MIL,117,475,399,70,99,19,2,9,51,9,3,70,113,0.248,0.362,0.373,0.736,101,149,5,3,0,3,5,0.4800,159,228
160,Lorenzo Cain,35,Milwaukee Brewers,MIL,78,286,257,40,66,13,0,8,36,13,2,26,48,0.257,0.329,0.401,0.729,97,103,5,2,0,1,0,0.4790,160,137
161,Chas McCormick,26,Houston Astros,HOU,108,320,284,47,73,12,0,14,50,4,2,25,104,0.257,0.319,0.447,0.766,107,127,5,4,0,7,0,0.4781,161,153
162,Adolis García,28,Texas Rangers,TEX,149,622,581,77,141,26,2,31,90,16,5,32,194,0.243,0.286,0.454,0.741,100,264,15,5,0,4,0,0.4775,162,297
163,Jonathan Villar,30,New York Mets,NYM,142,505,454,63,113,18,2,18,42,14,7,46,132,0.249,0.322,0.416,0.738,101,189,6,3,2,0,2,0.4772,163,241
164,Wilmer Flores,29,San Francisco Giants,SFG,139,436,389,57,102,16,1,18,53,1,0,41,56,0.262,0.335,0.447,0.782,111,174,11,3,0,3,0,0.4771,164,208
165,Lourdes Gurriel Jr.,27,Toronto Blue Jays,TOR,141,541,500,62,138,28,2,21,84,1,3,32,102,0.276,0.319,0.466,0.785,109,233,8,2,1,6,1,0.4769,165,258
166,Jace Peterson,31,Milwaukee Brewers,MIL,94,302,259,36,64,11,1,6,31,10,1,38,68,0.247,0.348,0.367,0.714,95,95,1,3,0,2,0,0.4768,166,144
167,Taylor Ward,27,Los Angeles Angels,LAA,65,237,208,33,52,15,0,8,33,1,1,20,55,0.25,0.332,0.438,0.769,107,91,4,6,2,1,0,0.4768,167,113
168,Lewin Díaz,24,Miami Marlins,MIA,40,128,122,16,25,4,1,8,13,0,0,6,33,0.205,0.242,0.451,0.693,82,55,1,0,0,0,1,0.4766,168,61
169,Trent Grisham,24,San Diego Padres,SDP,132,527,462,61,112,28,3,15,62,13,5,54,119,0.242,0.327,0.413,0.74,106,191,10,6,1,4,2,0.4763,169,251
170,Eddie Rosario,29,Toronto Blue Jays,TOT,111,412,379,42,98,19,3,14,62,11,3,26,61,0.259,0.305,0.435,0.74,99,165,4,1,2,4,0,0.4757,170,196
171,Riley Adams,25,Toronto Blue Jays,TOT,47,120,99,13,22,8,1,2,10,0,0,15,40,0.222,0.358,0.384,0.742,105,38,2,6,0,0,0,0.4750,171,57
172,Abraham Almonte,32,Atlanta Braves,ATL,64,175,148,20,32,12,0,5,19,1,1,26,38,0.216,0.331,0.399,0.73,93,59,2,0,0,1,0,0.4743,172,83
173,Alex Verdugo,25,Boston Red Sox,BOS,146,604,544,88,157,32,2,13,63,6,2,51,96,0.289,0.351,0.426,0.777,107,232,11,4,0,5,6,0.4735,173,286
174,Gary Sánchez,28,New York Yankees,NYY,117,440,383,54,78,13,1,23,54,0,0,52,121,0.204,0.307,0.423,0.73,99,162,14,5,0,0,3,0.4727,174,208
175,Eric Haase,28,Detroit Tigers,DET,98,381,351,48,81,12,1,22,61,2,0,26,119,0.231,0.286,0.459,0.745,103,161,11,2,0,2,0,0.4724,175,180
176,Tommy Pham,33,San Diego Padres,SDP,155,561,475,74,109,24,2,15,49,14,6,78,128,0.229,0.34,0.383,0.724,103,182,10,4,0,4,3,0.4724,176,265
177,Jorge Soler,29,Toronto Blue Jays,TOT,149,602,516,74,115,27,0,27,70,0,0,67,142,0.223,0.316,0.432,0.749,99,223,12,6,0,5,0,0.4718,177,284
178,Elías Díaz,30,Colorado Rockies,COL,106,371,338,52,83,18,1,18,44,0,0,30,60,0.246,0.31,0.464,0.774,95,157,15,2,0,1,1,0.4717,178,175
179,Andrew Benintendi,26,Kansas City Royals,KCR,134,538,493,63,136,27,2,17,73,8,9,36,97,0.276,0.324,0.442,0.766,106,218,2,2,1,6,0,0.4703,179,253
180,Matt Chapman,28,Oakland Athletics,OAK,151,622,529,75,111,15,3,27,72,3,2,80,202,0.21,0.314,0.403,0.716,100,213,6,4,0,9,0,0.4695,180,292
181,Kyle Lewis,25,Seattle Mariners,SEA,36,147,130,15,32,4,0,5,11,2,0,16,37,0.246,0.333,0.392,0.726,104,51,1,1,0,0,0,0.4694,181,69
182,Tyler Stephenson,24,Cinncinnati Reds,CIN,132,402,350,56,100,21,0,10,45,0,0,41,75,0.286,0.366,0.431,0.797,106,151,11,6,0,5,1,0.4677,182,188
183,Alex Bregman,27,Houston Astros,HOU,91,400,348,54,94,17,0,12,55,1,0,44,53,0.27,0.355,0.422,0.777,113,147,13,4,0,4,4,0.4675,183,187
184,Jean Segura,31,Philadelphia Phillies,PHI,131,567,514,76,149,27,3,14,58,9,3,39,78,0.29,0.348,0.436,0.784,111,224,16,9,1,4,3,0.4674,184,265
185,Charlie Blackmon,34,Colorado Rockies,COL,150,582,514,76,139,25,4,13,78,3,0,54,91,0.27,0.351,0.411,0.761,95,211,8,11,0,3,1,0.4674,185,272
186,Tres Barrera,26,Washington Nationals,WSN,30,107,91,8,24,3,1,2,10,0,0,12,22,0.264,0.374,0.385,0.758,111,35,3,4,0,0,2,0.4673,186,50
187,Ramón Urías,27,Baltimore Orioles,BAL,85,296,262,33,73,14,0,7,38,1,2,28,76,0.279,0.361,0.412,0.774,112,108,3,6,0,0,0,0.4662,187,138
188,Matt Beaty,28,Los Angeles Dodgers,LAD,120,234,204,35,55,4,1,7,40,2,2,20,44,0.27,0.363,0.402,0.765,104,82,3,10,0,0,0,0.4658,188,109
189,Josh Rojas,27,Arizona Diamondbacks,ARI,139,550,484,69,128,32,3,11,44,9,4,58,137,0.264,0.341,0.411,0.752,103,199,7,0,1,3,1,0.4655,189,256
190,Ryan Zimmerman,36,Washington Nationals,WSN,110,273,255,27,62,16,0,14,46,0,0,16,77,0.243,0.286,0.471,0.756,104,120,9,0,0,2,0,0.4652,190,127
191,Daniel Vogelbach,28,Milwaukee Brewers,MIL,93,258,215,30,47,8,0,9,24,0,0,43,57,0.219,0.349,0.381,0.73,99,82,6,0,0,0,1,0.4651,191,120
192,Max Stassi,30,Los Angeles Angels,LAA,87,319,282,45,68,11,1,13,35,0,0,28,101,0.241,0.326,0.426,0.752,103,120,8,8,0,1,0,0.4639,192,148
193,Santiago Espinal,26,Toronto Blue Jays,TOR,92,246,222,32,69,13,1,2,17,6,1,22,30,0.311,0.376,0.405,0.781,113,90,4,1,1,0,0,0.4634,193,114
194,Carson Kelly,26,Arizona Diamondbacks,ARI,98,359,304,41,73,11,1,13,46,0,0,44,74,0.24,0.343,0.411,0.754,104,125,10,6,0,5,1,0.4624,194,166
195,DJ Stewart,27,Baltimore Orioles,BAL,100,318,270,39,55,10,0,12,33,0,0,44,89,0.204,0.324,0.374,0.698,91,101,3,4,0,0,1,0.4623,195,147
196,Brian Anderson,28,Miami Marlins,MIA,67,264,233,24,58,9,0,7,28,5,0,26,65,0.249,0.337,0.378,0.715,94,88,4,5,0,0,2,0.4621,196,122
197,Tyler Wade,26,New York Yankees,NYY,103,145,127,31,34,5,1,0,5,17,6,16,37,0.268,0.354,0.323,0.677,90,41,3,1,0,0,1,0.4621,197,67
198,Eugenio Suárez,29,Cinncinnati Reds,CIN,145,574,505,71,100,23,0,31,79,0,1,56,171,0.198,0.286,0.428,0.713,82,216,14,8,0,5,0,0.4617,198,265
199,Trey Mancini,29,Baltimore Orioles,BAL,147,616,556,77,142,33,1,21,71,0,0,51,143,0.255,0.326,0.432,0.758,106,240,19,8,0,1,4,0.4610,199,284
200,Daz Cameron,24,Detroit Tigers,DET,35,115,103,16,20,5,0,4,13,6,0,10,38,0.194,0.278,0.359,0.637,77,37,2,2,0,0,0,0.4609,200,53
201,Michael Brantley,34,Houston Astros,HOU,121,508,469,68,146,29,3,8,47,1,0,33,53,0.311,0.362,0.437,0.799,119,205,11,5,0,1,1,0.4606,201,234
202,Alejandro Kirk,22,Toronto Blue Jays,TOR,60,189,165,19,40,8,0,8,24,0,0,19,22,0.242,0.328,0.436,0.764,105,72,7,3,0,2,0,0.4603,202,87
203,Brent Rooker,26,Minnesota Twins,MIN,58,213,189,25,38,10,0,9,16,0,0,15,70,0.201,0.291,0.397,0.688,89,75,1,9,0,0,0,0.4601,203,98
204,Whit Merrifield,32,Kansas City Royals,KCR,162,720,664,97,184,42,3,10,74,40,4,40,103,0.277,0.317,0.395,0.711,93,262,12,4,0,12,1,0.4597,204,331
205,DJ Peters,25,Toronto Blue Jays,TOT,70,240,223,29,44,9,1,13,38,2,0,12,82,0.197,0.242,0.422,0.663,77,94,4,2,0,3,4,0.4583,205,110
206,Alex Dickerson,31,San Francisco Giants,SFG,111,312,283,37,66,10,2,13,38,1,0,23,76,0.233,0.304,0.42,0.725,95,119,7,6,0,0,1,0.4583,206,143
207,Joey Wendle,31,Tampa Bay Rays,TBR,136,501,460,73,122,31,4,11,54,8,6,28,113,0.265,0.319,0.422,0.741,108,194,9,10,0,3,4,0.4571,207,229
208,Adam Frazier,29,Toronto Blue Jays,TOT,155,639,577,83,176,36,5,5,43,10,5,48,69,0.305,0.368,0.411,0.779,114,237,10,10,3,1,2,0.4570,208,292
209,Rowdy Tellez,26,Toronto Blue Jays,TOT,106,325,297,34,72,14,2,11,36,0,0,23,65,0.242,0.305,0.414,0.719,93,123,6,4,0,1,4,0.4554,209,148
210,Sean Murphy,26,Oakland Athletics,OAK,119,448,393,47,85,23,0,17,59,0,0,40,114,0.216,0.306,0.405,0.71,98,159,7,12,0,3,0,0.4554,210,204
211,Alex Kirilloff,23,Minnesota Twins,MIN,59,231,215,23,54,11,1,8,34,1,1,14,52,0.251,0.299,0.423,0.722,98,91,3,1,0,1,2,0.4545,211,105
212,Tommy Edman,26,St. Louis Cardinals,STL,159,691,641,91,168,41,3,11,56,30,5,38,95,0.262,0.308,0.387,0.695,91,248,4,6,2,4,1,0.4544,212,314
213,William Contreras,23,Atlanta Braves,ATL,52,185,163,19,35,4,1,8,23,0,0,19,54,0.215,0.303,0.399,0.701,85,65,3,2,0,1,1,0.4541,213,84
214,Joc Pederson,29,Toronto Blue Jays,TOT,137,481,429,55,102,19,3,18,61,2,3,39,117,0.238,0.31,0.422,0.732,95,181,9,8,0,5,0,0.4532,214,218
215,Michael Conforto,28,New York Mets,NYM,125,479,406,52,94,20,0,14,55,1,0,59,104,0.232,0.344,0.384,0.729,100,156,14,12,0,2,3,0.4530,215,217
216,Nico Hoerner,24,Chicago Cubs,CHC,44,170,149,13,45,10,0,0,16,5,3,17,25,0.302,0.382,0.369,0.751,106,55,3,3,0,1,3,0.4529,216,77
217,Yandy Díaz,29,Tampa Bay Rays,TBR,134,541,465,62,119,20,1,13,64,1,1,69,85,0.256,0.353,0.387,0.74,110,180,11,3,0,4,4,0.4529,217,245
218,Luis Torrens,25,Seattle Mariners,SEA,108,378,346,39,84,16,2,15,47,0,0,28,99,0.243,0.299,0.431,0.73,102,149,8,1,0,3,1,0.4524,218,171
219,Luke Voit,30,New York Yankees,NYY,68,241,213,26,51,7,1,11,35,0,0,21,74,0.239,0.328,0.437,0.764,109,93,12,7,0,0,0,0.4523,219,109
220,Bradley Zimmer,28,Cleveland Indians,CLE,99,348,299,44,68,9,1,8,35,15,3,30,122,0.227,0.325,0.344,0.669,85,103,3,15,0,4,0,0.4511,220,157
221,Nick Maton,24,Philadelphia Phillies,PHI,52,131,117,16,30,7,1,2,14,2,0,10,39,0.256,0.323,0.385,0.708,91,45,0,2,1,1,0,0.4504,221,59
222,Óscar Mercado,26,Cleveland Indians,CLE,72,238,214,27,48,11,1,6,19,7,1,21,42,0.224,0.3,0.369,0.669,83,79,1,2,1,0,0,0.4496,222,107
223,Odúbel Herrera,29,Philadelphia Phillies,PHI,124,492,450,59,117,27,2,13,51,6,1,29,77,0.26,0.31,0.416,0.726,95,187,6,6,1,5,0,0.4492,223,221
224,Kevin Kiermaier,31,Tampa Bay Rays,TBR,122,390,348,54,90,19,7,4,37,9,5,33,99,0.259,0.328,0.388,0.716,102,135,4,5,0,4,2,0.4487,224,175
225,Nicky Lopez,26,Kansas City Royals,KCR,151,565,497,78,149,21,6,2,43,22,1,49,74,0.3,0.365,0.378,0.744,104,188,9,4,12,3,0,0.4478,225,253
226,Paul DeJong,27,St. Louis Cardinals,STL,113,402,356,44,70,10,1,19,45,4,1,35,103,0.197,0.284,0.39,0.674,85,139,6,9,0,2,0,0.4478,226,180
227,Francisco Mejía,25,Tampa Bay Rays,TBR,84,277,250,31,65,15,3,6,35,0,0,17,49,0.26,0.322,0.416,0.738,107,104,4,7,1,2,0,0.4477,227,124
228,Andrés Giménez,22,Cleveland Indians,CLE,68,210,188,23,41,10,0,5,16,11,0,11,54,0.218,0.282,0.351,0.633,74,66,1,7,1,3,0,0.4476,228,94
229,Justin Upton,33,Los Angeles Angels,LAA,89,362,318,47,67,12,0,17,41,4,1,39,107,0.211,0.296,0.409,0.705,90,130,11,1,0,3,0,0.4475,229,162
230,Alcides Escobar,34,Washington Nationals,WSN,75,349,319,53,92,21,2,4,28,3,0,17,56,0.288,0.34,0.404,0.744,105,129,2,9,2,2,0,0.4470,230,156
231,Jonathan Schoop,29,Detroit Tigers,DET,156,674,623,85,173,30,1,22,84,2,0,37,133,0.278,0.32,0.435,0.755,109,271,15,6,0,8,0,0.4466,231,301
232,Brian Goodwin,30,Chicago White Sox,CHW,72,271,235,33,52,10,1,8,29,1,0,33,58,0.221,0.319,0.374,0.693,89,88,2,1,1,1,0,0.4465,232,121
233,David Peralta,33,Arizona Diamondbacks,ARI,150,538,487,57,126,30,8,8,63,2,1,46,92,0.259,0.325,0.402,0.728,96,196,9,3,0,2,3,0.4461,233,240
234,José Rojas,28,Los Angeles Angels,LAA,61,184,168,26,35,14,0,6,15,2,1,15,50,0.208,0.277,0.399,0.676,81,67,2,1,0,0,0,0.4457,234,82
235,Ben Gamel,29,Toronto Blue Jays,TOT,122,400,340,43,84,18,3,8,26,3,6,51,105,0.247,0.347,0.388,0.735,100,132,7,3,2,4,2,0.4450,235,178
236,Andy Ibáñez,28,Texas Rangers,TEX,76,272,253,31,70,15,2,7,25,0,0,15,35,0.277,0.321,0.435,0.756,106,110,6,2,1,1,0,0.4449,236,121
237,Billy Hamilton,30,Chicago White Sox,CHW,71,135,127,23,28,8,3,2,11,9,0,4,47,0.22,0.242,0.378,0.62,66,48,1,0,3,1,0,0.4444,237,60
238,Gavin Lux,23,Los Angeles Dodgers,LAD,102,381,335,49,81,12,4,7,46,4,1,41,83,0.242,0.328,0.364,0.692,85,122,3,3,0,2,3,0.4436,238,169
239,Bryan De La Cruz,24,Miami Marlins,MIA,58,219,199,17,59,7,2,5,19,1,1,18,53,0.296,0.356,0.427,0.783,112,85,8,1,0,1,1,0.4429,239,97
240,Brett Gardner,37,New York Yankees,NYY,140,461,387,47,86,16,4,10,39,4,0,60,100,0.222,0.327,0.362,0.689,90,140,3,3,5,6,0,0.4425,240,204
241,Yu Chang,25,Cleveland Indians,CLE,89,251,237,32,54,14,3,9,39,1,0,11,69,0.228,0.267,0.426,0.693,87,101,4,2,0,1,0,0.4422,241,111
242,Amed Rosario,25,Cleveland Indians,CLE,141,588,550,77,155,25,6,11,57,13,0,31,120,0.282,0.321,0.409,0.731,100,225,12,3,0,4,0,0.4422,242,260
243,Nick Madrigal,24,Chicago White Sox,CHW,54,215,200,30,61,10,4,2,21,1,2,11,17,0.305,0.349,0.425,0.774,111,85,3,3,0,1,0,0.4419,243,95
244,Donovan Solano,33,San Francisco Giants,SFG,101,344,307,35,86,17,0,7,31,2,0,25,58,0.28,0.344,0.404,0.748,103,124,8,7,1,4,2,0.4419,244,152
245,Eloy Jiménez,24,Chicago White Sox,CHW,55,231,213,23,53,10,0,10,37,0,0,16,57,0.249,0.303,0.437,0.74,99,93,8,1,0,1,0,0.4416,245,102
246,Alex Avila,34,Washington Nationals,WSN,34,111,89,5,17,9,1,1,9,0,0,19,37,0.191,0.345,0.348,0.694,93,31,4,2,1,0,1,0.4414,246,49
247,Jed Lowrie,37,Oakland Athletics,OAK,139,512,457,55,112,28,0,14,69,0,0,49,108,0.245,0.318,0.398,0.717,101,182,8,2,0,4,1,0.4414,247,226
248,Víctor Reyes,26,Detroit Tigers,DET,76,220,209,26,54,10,4,5,22,5,1,8,55,0.258,0.284,0.416,0.701,92,87,2,0,2,1,0,0.4409,248,97
249,Josh Harrison,33,Toronto Blue Jays,TOT,138,558,505,58,141,33,2,8,60,9,5,31,75,0.279,0.341,0.4,0.741,106,202,9,18,0,3,0,0.4409,249,246
250,Ehire Adrianza,31,Atlanta Braves,ATL,109,209,182,32,45,9,2,5,28,0,0,21,42,0.247,0.327,0.401,0.728,92,73,4,2,1,3,0,0.4402,250,92
251,Jorge Mateo,26,Toronto Blue Jays,TOT,89,209,194,19,48,11,1,4,14,10,3,9,55,0.247,0.293,0.376,0.67,84,73,1,4,1,1,0,0.4402,251,92
252,Derek Hill,25,Detroit Tigers,DET,49,150,139,19,36,3,3,3,14,6,3,10,42,0.259,0.313,0.388,0.702,95,54,2,1,0,0,0,0.4400,252,66
253,Anthony Alford,26,Pittsburgh Pirates,PIT,49,148,133,14,31,6,1,5,11,5,6,12,58,0.233,0.311,0.406,0.717,93,54,4,3,0,0,1,0.4392,253,65
254,Freddy Galvis,31,Toronto Blue Jays,TOT,104,394,356,53,86,15,1,14,40,1,0,27,77,0.242,0.302,0.407,0.709,92,145,6,5,2,3,1,0.4391,254,173
255,Anthony Santander,26,Baltimore Orioles,BAL,110,438,406,54,98,24,0,18,50,1,1,23,101,0.241,0.286,0.433,0.72,94,176,11,4,1,4,0,0.4384,255,192
256,Omar Narváez,29,Milwaukee Brewers,MIL,123,445,391,54,104,20,0,11,49,0,0,41,84,0.266,0.342,0.402,0.743,101,157,13,7,0,6,3,0.4382,256,195
257,Kevin Pillar,32,New York Mets,NYM,124,347,325,40,75,11,2,15,47,4,3,11,81,0.231,0.277,0.415,0.692,87,135,5,10,0,1,0,0.4380,257,152
258,Miguel Rojas,32,Miami Marlins,MIA,132,539,495,66,131,30,3,9,48,13,3,37,74,0.265,0.322,0.392,0.713,93,194,10,5,1,1,0,0.4378,258,236
259,Rougned Odor,27,New York Yankees,NYY,102,361,322,42,65,12,0,15,39,0,1,27,100,0.202,0.286,0.379,0.665,82,122,3,11,1,0,2,0.4377,259,158
260,Dylan Moore,28,Seattle Mariners,SEA,126,377,332,42,60,11,2,12,43,21,5,40,111,0.181,0.276,0.334,0.61,71,111,6,4,0,1,0,0.4377,260,165
261,Colin Moran,28,Pittsburgh Pirates,PIT,99,359,318,29,82,12,0,10,50,1,0,36,87,0.258,0.334,0.39,0.724,96,124,6,2,0,3,0,0.4373,261,157
262,Curt Casali,32,San Francisco Giants,SFG,77,231,200,20,42,11,1,5,26,0,0,26,66,0.21,0.313,0.35,0.663,81,70,3,4,1,0,4,0.4372,262,101
263,Pavin Smith,25,Arizona Diamondbacks,ARI,145,545,498,68,133,27,4,11,49,1,0,42,106,0.267,0.328,0.404,0.732,98,201,11,4,0,1,1,0.4367,263,238
264,Mitch Moreland,35,Oakland Athletics,OAK,81,252,229,28,52,11,1,10,30,0,0,18,58,0.227,0.286,0.415,0.701,94,95,5,2,0,3,0,0.4365,264,110
265,Albert Pujols,41,Toronto Blue Jays,TOT,109,296,275,29,65,3,0,17,50,2,0,14,45,0.236,0.284,0.433,0.717,89,119,14,5,0,2,3,0.4358,265,129
266,Aledmys Díaz,30,Houston Astros,HOU,84,319,294,28,76,19,0,8,45,0,1,16,62,0.259,0.317,0.405,0.721,97,119,7,9,0,0,3,0.4357,266,139
267,Corey Dickerson,32,Toronto Blue Jays,TOT,109,365,336,43,91,18,5,6,29,6,5,25,68,0.271,0.326,0.408,0.734,98,137,8,3,0,1,1,0.4356,267,159
268,Manuel Margot,26,Tampa Bay Rays,TBR,125,464,421,55,107,18,3,10,57,13,8,37,70,0.254,0.313,0.382,0.696,96,161,4,1,1,4,2,0.4353,268,202
269,Yoshi Tsutsugo,29,Toronto Blue Jays,TOT,81,262,230,27,50,12,1,8,32,0,1,29,72,0.217,0.307,0.383,0.689,88,88,3,1,1,1,0,0.4351,269,114
270,Tommy La Stella,32,San Francisco Giants,SFG,76,242,220,26,55,11,1,7,27,0,0,18,26,0.25,0.308,0.405,0.713,92,89,4,1,0,1,1,0.4339,270,105
271,Chad Pinder,29,Oakland Athletics,OAK,75,233,214,30,52,16,1,6,27,1,0,16,62,0.243,0.3,0.411,0.712,98,88,6,2,0,1,0,0.4335,271,101
272,Garrett Hampson,26,Colorado Rockies,COL,147,494,453,69,106,21,6,11,33,17,7,33,118,0.234,0.289,0.38,0.669,70,172,6,3,3,2,2,0.4332,272,214
273,Myles Straw,26,Toronto Blue Jays,TOT,158,638,564,86,153,29,1,4,48,30,6,67,121,0.271,0.349,0.348,0.696,93,196,13,2,1,4,0,0.4326,273,276
274,Yadiel Hernández,33,Washington Nationals,WSN,112,289,264,33,72,8,1,9,32,3,0,22,59,0.273,0.329,0.413,0.742,103,109,11,1,0,2,1,0.4325,274,125
275,Cavan Biggio,26,Toronto Blue Jays,TOR,79,294,250,27,56,10,1,7,27,3,1,37,78,0.224,0.322,0.356,0.678,84,89,4,1,1,4,2,0.4320,275,127
276,Eric Hosmer,31,San Diego Padres,SDP,151,565,509,53,137,28,0,12,65,5,4,48,99,0.269,0.337,0.395,0.732,104,201,13,5,1,2,2,0.4319,276,244
277,Charlie Culberson,32,Texas Rangers,TEX,90,271,247,23,60,15,2,5,22,7,1,17,64,0.243,0.296,0.381,0.676,85,94,3,2,4,1,1,0.4317,277,117
278,César Hernández,31,Toronto Blue Jays,TOT,149,637,570,84,132,21,2,21,62,1,1,59,135,0.232,0.308,0.386,0.694,90,220,11,5,0,3,2,0.4317,278,275
279,Raimel Tapia,27,Colorado Rockies,COL,133,533,487,69,133,26,2,6,50,20,6,40,70,0.273,0.327,0.372,0.699,79,181,8,1,1,4,2,0.4315,279,230
280,Niko Goodrum,29,Detroit Tigers,DET,90,325,290,39,62,11,2,9,33,14,5,29,107,0.214,0.292,0.359,0.651,81,104,6,4,0,2,0,0.4308,280,140
281,Ryan Jeffers,24,Minnesota Twins,MIN,85,293,267,28,53,10,1,14,35,0,1,22,108,0.199,0.27,0.401,0.67,83,107,6,4,0,0,0,0.4300,281,126
282,Billy McKinney,26,Toronto Blue Jays,TOT,116,300,265,32,51,11,3,9,27,2,0,32,79,0.192,0.28,0.358,0.638,72,95,3,1,0,2,2,0.4300,282,129
283,Edmundo Sosa,25,St. Louis Cardinals,STL,113,326,288,39,78,8,4,6,27,4,4,17,63,0.271,0.346,0.389,0.735,104,112,8,17,1,2,2,0.4294,283,140
284,Jake Lamb,30,Toronto Blue Jays,TOT,55,170,144,25,28,4,0,7,19,0,0,22,51,0.194,0.306,0.368,0.674,83,53,4,2,0,2,0,0.4294,284,73
285,Abraham Toro,24,Toronto Blue Jays,TOT,95,375,335,45,80,12,0,11,46,6,3,31,54,0.239,0.315,0.373,0.688,92,125,5,7,0,2,0,0.4293,285,161
286,Gregory Polanco,29,Pittsburgh Pirates,PIT,107,382,336,38,70,12,2,11,36,14,1,36,104,0.208,0.283,0.354,0.637,72,119,8,2,0,8,2,0.4293,286,164
287,Wilmer Difo,29,Pittsburgh Pirates,PIT,116,240,219,25,59,7,3,4,24,1,0,20,54,0.269,0.329,0.384,0.713,93,84,2,0,0,1,0,0.4292,287,103
288,Jo Adell,22,Los Angeles Angels,LAA,35,140,130,17,32,5,2,4,26,2,1,8,32,0.246,0.295,0.408,0.703,89,53,3,1,1,0,0,0.4286,288,60
289,Travis Shaw,31,Toronto Blue Jays,TOT,84,250,220,20,44,11,0,9,39,0,0,24,68,0.2,0.286,0.373,0.659,77,82,2,3,2,1,0,0.4280,289,107
290,Yan Gomes,33,Toronto Blue Jays,TOT,103,375,349,49,88,15,1,14,52,0,0,19,78,0.252,0.301,0.421,0.723,98,147,15,6,0,1,3,0.4267,290,160
291,Hunter Dozier,29,Kansas City Royals,KCR,144,543,487,55,105,27,6,16,54,5,4,43,154,0.216,0.285,0.394,0.68,83,192,12,7,0,6,0,0.4254,291,231
292,Kyle Farmer,30,Cinncinnati Reds,CIN,147,529,483,60,127,22,2,16,63,2,3,22,97,0.263,0.316,0.416,0.732,88,201,16,18,1,5,1,0.4253,292,225
293,Trevor Larnach,24,Minnesota Twins,MIN,79,301,260,29,58,12,0,7,28,1,0,31,104,0.223,0.322,0.35,0.672,88,91,3,8,0,2,0,0.4252,293,128
294,Zach McKinstry,26,Los Angeles Dodgers,LAD,60,172,158,19,34,9,0,7,29,1,1,10,50,0.215,0.263,0.405,0.668,75,64,3,1,1,2,1,0.4244,294,73
295,Zack Collins,26,Chicago White Sox,CHW,78,231,195,25,41,13,0,4,26,1,1,34,69,0.21,0.33,0.338,0.669,84,66,4,1,1,0,1,0.4242,295,98
296,Yermín Mercedes,28,Chicago White Sox,CHW,68,262,240,26,65,9,1,7,37,0,1,20,46,0.271,0.328,0.404,0.732,99,97,7,1,0,1,1,0.4237,296,111
297,Guillermo Heredia,30,Atlanta Braves,ATL,120,347,305,46,67,26,0,5,26,0,0,32,81,0.22,0.311,0.354,0.665,77,108,5,9,0,1,3,0.4236,297,147
298,Edward Olivares,25,Kansas City Royals,KCR,39,111,101,14,24,2,0,5,12,2,2,5,19,0.238,0.291,0.406,0.697,87,41,2,3,1,1,0,0.4234,298,47
299,Christian Walker,30,Arizona Diamondbacks,ARI,115,445,401,55,98,23,1,10,46,0,0,38,106,0.244,0.315,0.382,0.696,88,153,8,4,0,2,1,0.4225,299,188
300,Andrew Vaughn,23,Chicago White Sox,CHW,127,469,417,56,98,22,0,15,48,1,1,41,101,0.235,0.309,0.396,0.705,91,165,14,6,0,5,0,0.4222,300,198
301,Jacob Stallings,31,Pittsburgh Pirates,PIT,112,427,374,38,92,20,1,8,53,0,0,49,85,0.246,0.335,0.369,0.704,91,138,10,2,0,2,0,0.4192,301,179
302,Jake Marisnick,30,Toronto Blue Jays,TOT,99,198,176,21,38,7,3,5,24,4,1,11,65,0.216,0.286,0.375,0.661,79,66,4,7,2,2,0,0.4192,302,83
303,Gleyber Torres,24,New York Yankees,NYY,127,516,459,50,119,22,0,9,51,14,6,50,104,0.259,0.331,0.366,0.697,93,168,12,1,2,4,1,0.4186,303,216
